Customer_ID,Account_Age,Service_Usage,Billing_Info,Support_Interactions,Contract_Type,Age,Gender,Location,Income_Bracket,Transaction_Count,Payment_Frequency,Login_Frequency,NPS_Score,Churn_Flag
4885,91,41.09,Prepaid,14,Prepaid,18,Female,Chennai,Low,42,Quarterly,18,31,0
4886,89,90.04,Manual Monthly,7,Yearly,22,Male,Delhi,Low,44,Quarterly,1,14,0
4887,55,17.44,Prepaid,5,Monthly,46,Male,Chennai,High,39,Quarterly,27,27,0
4888,10,66.66,Yearly Plan,10,Yearly,32,Male,Hyderabad,Low,19,Yearly,17,88,0
4889,47,21.25,Manual Monthly,8,Prepaid,47,Female,Mumbai,Medium,49,Yearly,22,-65,0
4890,23,42.16,Manual Monthly,0,Monthly,63,Male,Delhi,Low,13,Monthly,11,59,0
4891,85,54.52,Yearly Plan,14,Monthly,23,Female,Bangalore,Low,16,Yearly,19,11,1
4892,21,58.15,Manual Monthly,9,Prepaid,23,Female,Chennai,High,32,Monthly,24,-41,0
4893,107,60.65,Yearly Plan,14,Prepaid,40,Male,Delhi,Medium,24,Monthly,29,59,1
4894,13,64.37,Monthly AutoPay,7,Yearly,69,Male,Bangalore,Medium,10,Yearly,7,-38,0
4895,101,27.91,Monthly AutoPay,1,Monthly,22,Male,Hyderabad,Medium,42,Monthly,23,-5,0
4896,33,40.74,Monthly AutoPay,7,Yearly,39,Female,Bangalore,Medium,24,Yearly,13,71,0
4897,24,4.69,Yearly Plan,2,Monthly,58,Male,Hyderabad,Low,34,Quarterly,4,-62,1
4898,108,77.11,Prepaid,5,Prepaid,37,Male,Chennai,Medium,18,Monthly,2,-18,0
4899,11,83.87,Prepaid,6,Monthly,37,Female,Bangalore,Medium,45,Yearly,12,54,0
4900,17,20.72,Manual Monthly,2,Monthly,56,Male,Mumbai,Low,25,Quarterly,3,-56,0
4901,68,20.94,Monthly AutoPay,13,Monthly,47,Male,Mumbai,Medium,39,Quarterly,1,-95,1
4902,47,5.16,Monthly AutoPay,1,Yearly,65,Male,Mumbai,Medium,15,Monthly,3,-35,1
4903,25,97.07,Manual Monthly,14,Monthly,34,Male,Hyderabad,Medium,4,Quarterly,13,-22,0
4904,94,80.91,Monthly AutoPay,0,Yearly,40,Male,Bangalore,Low,21,Yearly,21,-89,0
4905,73,36.71,Monthly AutoPay,13,Monthly,57,Male,Delhi,High,32,Monthly,15,-9,0
4906,21,48.71,Yearly Plan,4,Yearly,67,Female,Bangalore,Low,25,Yearly,17,82,0
4907,84,29.9,Manual Monthly,0,Yearly,69,Male,Bangalore,Medium,2,Monthly,26,86,0
4908,83,60.13,Yearly Plan,0,Monthly,30,Female,Chennai,Low,9,Monthly,22,-21,0
4909,83,72.01,Monthly AutoPay,4,Prepaid,63,Male,Delhi,High,34,Yearly,18,-75,0
4910,12,45.29,Monthly AutoPay,2,Prepaid,53,Male,Mumbai,High,16,Monthly,20,-69,0
4911,37,87.49,Manual Monthly,9,Monthly,59,Male,Hyderabad,Low,32,Yearly,29,72,0
4912,42,52.19,Monthly AutoPay,2,Monthly,27,Male,Delhi,Medium,47,Monthly,2,18,0
4913,17,15.28,Prepaid,10,Prepaid,55,Male,Mumbai,High,8,Monthly,12,65,0
4914,101,62.61,Yearly Plan,6,Yearly,56,Female,Hyderabad,Low,23,Yearly,19,70,0
4915,118,46.76,Yearly Plan,14,Prepaid,56,Male,Delhi,Medium,45,Monthly,13,99,0
4916,48,93.63,Prepaid,2,Prepaid,21,Male,Hyderabad,Medium,29,Quarterly,7,90,0
4917,103,39.8,Manual Monthly,1,Prepaid,36,Male,Hyderabad,Low,48,Quarterly,12,-68,0
4918,28,40.88,Manual Monthly,2,Yearly,69,Male,Mumbai,Medium,39,Quarterly,15,-25,0
4919,41,65.43,Monthly AutoPay,14,Prepaid,58,Male,Chennai,Low,19,Quarterly,3,1,0
4920,99,53.17,Manual Monthly,10,Monthly,45,Male,Mumbai,High,15,Monthly,10,-78,1
4921,47,38.07,Prepaid,3,Monthly,44,Male,Delhi,Medium,12,Yearly,27,28,0
4922,112,98.99,Manual Monthly,8,Yearly,40,Female,Mumbai,High,20,Monthly,23,70,0
4923,18,30.92,Monthly AutoPay,14,Monthly,36,Male,Mumbai,Medium,4,Quarterly,7,38,0
4924,78,28.48,Prepaid,11,Yearly,33,Female,Mumbai,High,32,Yearly,28,26,0
4925,99,86.58,Monthly AutoPay,1,Prepaid,52,Male,Delhi,High,20,Monthly,24,82,1
4926,108,1.33,Yearly Plan,13,Prepaid,22,Female,Delhi,Low,26,Monthly,14,-98,0
4927,105,20.92,Yearly Plan,5,Monthly,41,Male,Hyderabad,High,49,Yearly,22,-75,0
4928,71,59.45,Manual Monthly,4,Monthly,22,Female,Hyderabad,Medium,38,Monthly,1,-42,0
4929,105,17.08,Prepaid,5,Prepaid,46,Female,Delhi,High,21,Monthly,11,35,0
4930,13,98.59,Prepaid,4,Prepaid,23,Female,Hyderabad,Medium,8,Monthly,23,-33,1
4931,82,46.96,Prepaid,5,Monthly,58,Male,Mumbai,Low,34,Quarterly,4,-75,0
4932,101,60.14,Monthly AutoPay,11,Yearly,58,Male,Bangalore,Medium,7,Quarterly,28,5,0
4933,13,16.88,Prepaid,3,Yearly,61,Female,Bangalore,Low,36,Quarterly,11,-64,1
4934,100,29.65,Manual Monthly,7,Yearly,65,Female,Hyderabad,Medium,7,Quarterly,24,53,0
4935,31,61.85,Yearly Plan,11,Monthly,65,Female,Hyderabad,Medium,9,Quarterly,22,-54,1
4936,2,55.41,Manual Monthly,8,Yearly,54,Male,Chennai,Medium,1,Monthly,17,-20,0
4937,16,78.65,Yearly Plan,9,Yearly,46,Male,Mumbai,High,11,Monthly,21,8,0
4938,9,27.65,Yearly Plan,6,Prepaid,50,Male,Mumbai,Low,18,Monthly,18,11,1
4939,73,65.7,Manual Monthly,13,Prepaid,44,Female,Chennai,Medium,7,Quarterly,6,77,1
4940,38,29.81,Yearly Plan,13,Prepaid,52,Female,Chennai,High,2,Yearly,21,-76,0
4941,75,59.09,Yearly Plan,13,Prepaid,55,Female,Bangalore,High,5,Yearly,26,-70,0
4942,54,60.9,Monthly AutoPay,10,Prepaid,57,Female,Mumbai,Low,48,Monthly,4,73,0
4943,56,13.06,Manual Monthly,11,Monthly,65,Female,Mumbai,Low,31,Quarterly,18,-24,0
4944,86,55.31,Manual Monthly,0,Yearly,23,Female,Delhi,Medium,40,Quarterly,15,-2,1
4945,97,2.18,Manual Monthly,4,Yearly,63,Female,Mumbai,High,28,Quarterly,19,-88,0
4946,100,50.62,Yearly Plan,6,Monthly,27,Male,Bangalore,Low,20,Quarterly,11,28,0
4947,109,70.05,Prepaid,14,Yearly,53,Female,Bangalore,High,36,Quarterly,4,-73,0
4948,87,8.21,Prepaid,4,Yearly,61,Male,Chennai,High,6,Yearly,10,-87,0
4949,45,93.93,Yearly Plan,4,Yearly,24,Female,Bangalore,Medium,2,Yearly,9,91,0
4950,109,46.42,Prepaid,11,Prepaid,24,Female,Bangalore,High,47,Yearly,27,78,0
4951,34,93.9,Prepaid,4,Prepaid,46,Female,Delhi,High,6,Yearly,7,47,1
4952,9,11.63,Yearly Plan,4,Monthly,33,Female,Bangalore,High,15,Monthly,19,-96,1
4953,88,95.04,Manual Monthly,12,Prepaid,18,Male,Hyderabad,Low,2,Monthly,12,98,1
4954,8,11.81,Monthly AutoPay,10,Yearly,65,Male,Hyderabad,Low,38,Quarterly,18,-97,0
4955,7,46.69,Manual Monthly,4,Monthly,52,Female,Chennai,Medium,47,Yearly,17,52,0
4956,36,93.86,Manual Monthly,0,Yearly,64,Female,Mumbai,High,33,Quarterly,2,-89,1
4957,18,24.04,Manual Monthly,11,Yearly,46,Male,Mumbai,Medium,32,Monthly,19,71,0
4958,3,4.44,Monthly AutoPay,5,Monthly,55,Female,Delhi,Low,36,Quarterly,5,13,0
4959,28,79.52,Manual Monthly,10,Yearly,30,Male,Bangalore,Medium,4,Quarterly,4,72,0
4960,70,59.99,Prepaid,10,Monthly,69,Male,Bangalore,Medium,3,Monthly,25,51,0
4961,108,51.88,Monthly AutoPay,11,Monthly,57,Female,Bangalore,High,17,Monthly,2,-76,0
4962,44,4.4,Prepaid,12,Yearly,29,Female,Bangalore,High,15,Monthly,11,-21,1
4963,21,65.67,Monthly AutoPay,5,Yearly,40,Male,Bangalore,High,39,Monthly,21,63,0
4964,28,17.99,Prepaid,7,Yearly,63,Male,Hyderabad,Low,12,Yearly,22,-36,1
4965,104,93.19,Manual Monthly,13,Yearly,33,Female,Delhi,High,7,Quarterly,28,73,0
4966,54,68.89,Manual Monthly,4,Monthly,31,Female,Chennai,Low,2,Quarterly,25,-73,0
4967,54,71.0,Manual Monthly,1,Prepaid,33,Male,Chennai,Low,4,Quarterly,26,-22,0
4968,65,24.03,Prepaid,12,Yearly,23,Male,Hyderabad,Low,37,Quarterly,24,-6,1
4969,100,88.19,Prepaid,6,Monthly,53,Male,Bangalore,High,24,Quarterly,1,-83,0
4970,21,54.24,Yearly Plan,13,Prepaid,69,Female,Bangalore,High,19,Monthly,16,-2,0
4971,107,85.85,Prepaid,0,Monthly,41,Male,Mumbai,Medium,47,Quarterly,20,15,1
4972,99,27.82,Monthly AutoPay,4,Prepaid,68,Male,Chennai,Low,2,Quarterly,2,1,0
4973,13,75.79,Manual Monthly,11,Prepaid,44,Male,Mumbai,Low,32,Yearly,27,18,1
4974,57,57.88,Monthly AutoPay,4,Prepaid,42,Female,Chennai,High,33,Yearly,3,10,0
4975,49,5.79,Yearly Plan,11,Yearly,57,Female,Mumbai,Low,28,Quarterly,29,21,0
4976,118,41.13,Yearly Plan,2,Prepaid,53,Female,Bangalore,Low,43,Yearly,10,-88,0
4977,54,19.21,Prepaid,1,Prepaid,46,Female,Bangalore,High,37,Yearly,14,64,1
4978,10,36.56,Manual Monthly,10,Monthly,48,Male,Bangalore,Medium,2,Yearly,25,-27,0
4979,53,38.95,Monthly AutoPay,3,Yearly,20,Female,Delhi,High,22,Quarterly,8,55,0
4980,44,48.02,Yearly Plan,6,Monthly,30,Male,Mumbai,High,14,Yearly,5,-72,1
4981,47,60.43,Yearly Plan,9,Yearly,21,Female,Delhi,High,47,Monthly,7,-68,0
4982,53,57.53,Monthly AutoPay,2,Yearly,28,Female,Delhi,Low,18,Monthly,2,7,0
4983,74,4.86,Yearly Plan,12,Yearly,65,Male,Mumbai,Medium,34,Monthly,14,56,0
4984,46,75.32,Monthly AutoPay,13,Prepaid,32,Male,Bangalore,High,34,Quarterly,10,-99,1
4985,13,94.97,Manual Monthly,14,Yearly,19,Male,Hyderabad,Medium,36,Yearly,19,93,0
4986,37,35.52,Prepaid,5,Yearly,32,Male,Chennai,High,11,Quarterly,10,-90,0
4987,102,18.79,Monthly AutoPay,6,Yearly,23,Female,Mumbai,Medium,41,Yearly,26,8,0
4988,24,54.46,Manual Monthly,12,Yearly,64,Male,Bangalore,Low,40,Yearly,8,-57,0
4989,2,70.79,Monthly AutoPay,14,Monthly,30,Male,Delhi,Low,36,Monthly,8,47,0
4990,86,68.21,Yearly Plan,1,Prepaid,52,Male,Bangalore,Medium,16,Yearly,27,45,0
4991,81,61.6,Manual Monthly,2,Yearly,68,Female,Mumbai,Medium,25,Yearly,21,-14,0
4992,100,15.48,Monthly AutoPay,8,Prepaid,61,Male,Mumbai,Medium,41,Quarterly,14,75,1
4993,14,83.85,Manual Monthly,0,Prepaid,61,Female,Chennai,High,32,Quarterly,5,51,1
4994,10,43.14,Monthly AutoPay,7,Yearly,66,Male,Chennai,Medium,30,Yearly,15,94,0
4995,35,22.93,Monthly AutoPay,0,Yearly,57,Female,Mumbai,High,42,Monthly,24,-27,0
4996,25,9.54,Manual Monthly,2,Prepaid,30,Female,Chennai,Medium,22,Yearly,26,14,1
4997,3,42.26,Manual Monthly,5,Prepaid,29,Female,Delhi,High,28,Monthly,24,-3,1
4998,111,62.18,Manual Monthly,10,Monthly,33,Female,Bangalore,Low,37,Quarterly,12,-11,1
4999,102,66.87,Yearly Plan,7,Prepaid,60,Female,Hyderabad,Low,44,Quarterly,11,-1,0
5000,17,96.31,Prepaid,6,Yearly,69,Male,Bangalore,Medium,39,Yearly,13,21,0
5001,12,16.16,Monthly AutoPay,2,Prepaid,58,Male,Bangalore,Medium,22,Monthly,12,75,0
5002,54,98.59,Monthly AutoPay,11,Yearly,68,Male,Mumbai,Low,8,Monthly,19,-21,0
5003,116,65.81,Manual Monthly,5,Monthly,37,Female,Hyderabad,Medium,7,Monthly,10,40,0
5004,24,45.97,Monthly AutoPay,0,Yearly,57,Female,Chennai,High,47,Yearly,3,89,1
5005,29,88.93,Prepaid,7,Yearly,30,Female,Chennai,Medium,10,Yearly,20,-59,0
5006,43,69.75,Prepaid,8,Prepaid,51,Male,Bangalore,Low,44,Yearly,14,17,0
5007,25,35.52,Monthly AutoPay,8,Prepaid,36,Female,Mumbai,High,40,Monthly,27,44,0
5008,100,88.52,Monthly AutoPay,13,Yearly,62,Female,Hyderabad,High,34,Yearly,17,-69,0
5009,60,66.99,Manual Monthly,3,Monthly,44,Male,Mumbai,High,7,Quarterly,18,-40,0
5010,90,70.18,Prepaid,3,Yearly,46,Female,Hyderabad,Medium,24,Quarterly,6,-70,0
5011,102,89.74,Monthly AutoPay,6,Yearly,36,Male,Hyderabad,Medium,12,Monthly,11,14,1
5012,65,45.39,Prepaid,6,Yearly,60,Male,Chennai,High,47,Yearly,28,-63,1
5013,84,66.03,Monthly AutoPay,10,Yearly,44,Female,Bangalore,High,2,Yearly,7,74,0
5014,119,74.72,Yearly Plan,5,Monthly,19,Male,Chennai,Medium,8,Monthly,16,4,0
5015,28,45.94,Prepaid,6,Yearly,57,Male,Mumbai,Low,41,Monthly,17,-18,0
5016,16,9.26,Yearly Plan,13,Yearly,56,Female,Chennai,High,18,Quarterly,2,94,0
5017,47,77.37,Manual Monthly,0,Yearly,18,Male,Bangalore,High,31,Yearly,6,-12,1
5018,81,5.73,Prepaid,8,Prepaid,31,Male,Delhi,Low,43,Quarterly,17,-60,0
5019,104,72.07,Monthly AutoPay,13,Prepaid,25,Male,Chennai,Low,20,Quarterly,23,-2,1
5020,92,91.18,Monthly AutoPay,12,Monthly,44,Female,Mumbai,Low,20,Monthly,14,8,0
5021,58,35.35,Yearly Plan,5,Monthly,50,Male,Bangalore,High,12,Quarterly,25,65,0
5022,76,11.1,Prepaid,7,Yearly,48,Female,Mumbai,Low,49,Quarterly,16,-20,0
5023,27,24.05,Prepaid,14,Monthly,47,Male,Hyderabad,Low,6,Quarterly,29,-90,0
5024,118,56.67,Prepaid,12,Yearly,42,Male,Bangalore,High,3,Monthly,13,-1,0
5025,53,94.32,Manual Monthly,4,Monthly,66,Male,Hyderabad,Low,30,Yearly,5,-85,1
5026,42,51.72,Prepaid,11,Prepaid,53,Female,Bangalore,Low,24,Quarterly,18,-59,1
5027,59,12.16,Manual Monthly,6,Yearly,55,Male,Delhi,High,48,Quarterly,16,69,0
5028,47,63.15,Monthly AutoPay,2,Yearly,18,Female,Delhi,Low,14,Quarterly,10,49,1
5029,94,73.55,Yearly Plan,9,Prepaid,48,Male,Bangalore,Low,49,Quarterly,28,-66,1
5030,105,39.94,Yearly Plan,0,Monthly,52,Male,Hyderabad,Medium,29,Quarterly,11,-15,0
5031,34,72.43,Prepaid,6,Yearly,38,Female,Hyderabad,Low,29,Quarterly,15,13,0
5032,37,33.16,Yearly Plan,4,Prepaid,51,Male,Mumbai,Low,10,Quarterly,19,43,0
5033,6,79.12,Prepaid,0,Monthly,34,Male,Bangalore,Low,42,Monthly,9,-1,0
5034,7,34.77,Monthly AutoPay,8,Monthly,26,Male,Hyderabad,High,41,Yearly,6,-93,1
5035,96,26.35,Monthly AutoPay,8,Monthly,46,Female,Bangalore,Medium,39,Monthly,23,-73,0
5036,96,88.04,Monthly AutoPay,5,Yearly,25,Male,Delhi,Medium,33,Monthly,20,-16,0
5037,117,55.3,Yearly Plan,10,Prepaid,36,Female,Hyderabad,High,8,Quarterly,5,28,1
5038,25,29.23,Prepaid,8,Yearly,64,Male,Hyderabad,High,42,Yearly,23,-32,0
5039,33,93.57,Manual Monthly,6,Monthly,23,Male,Delhi,High,13,Quarterly,11,-94,1
5040,55,69.39,Monthly AutoPay,7,Yearly,41,Male,Mumbai,High,42,Quarterly,8,-68,0
5041,58,22.85,Monthly AutoPay,10,Monthly,23,Female,Bangalore,Low,28,Monthly,23,-11,0
5042,7,61.85,Manual Monthly,1,Monthly,57,Female,Bangalore,High,48,Monthly,10,-23,0
5043,116,87.17,Manual Monthly,1,Prepaid,20,Female,Bangalore,High,11,Yearly,29,-71,0
5044,57,69.92,Yearly Plan,3,Yearly,48,Male,Bangalore,Medium,17,Quarterly,16,-85,0
5045,12,25.23,Monthly AutoPay,0,Prepaid,48,Male,Chennai,Medium,16,Quarterly,19,-75,0
5046,16,65.24,Yearly Plan,7,Yearly,29,Male,Delhi,High,24,Yearly,7,45,0
5047,80,62.3,Monthly AutoPay,4,Yearly,69,Female,Mumbai,Medium,33,Monthly,10,77,1
5048,43,82.26,Yearly Plan,11,Yearly,25,Male,Delhi,High,49,Monthly,18,-43,0
5049,117,18.64,Yearly Plan,13,Monthly,60,Female,Bangalore,High,42,Yearly,29,4,0
5050,100,70.26,Manual Monthly,6,Prepaid,43,Female,Chennai,High,13,Monthly,5,46,1
5051,77,3.71,Prepaid,14,Prepaid,43,Female,Chennai,Medium,2,Monthly,2,25,0
5052,7,69.92,Prepaid,11,Prepaid,32,Female,Delhi,High,26,Yearly,20,-56,1
5053,100,96.08,Prepaid,1,Monthly,30,Female,Hyderabad,Medium,29,Monthly,8,-12,0
5054,111,18.26,Monthly AutoPay,4,Yearly,39,Male,Mumbai,Medium,12,Monthly,7,85,0
5055,51,31.82,Manual Monthly,8,Yearly,30,Male,Chennai,Low,3,Yearly,14,5,1
5056,73,58.7,Manual Monthly,8,Monthly,63,Male,Bangalore,Low,18,Yearly,18,4,0
5057,32,73.51,Manual Monthly,1,Yearly,26,Female,Hyderabad,Low,40,Quarterly,26,-15,1
5058,75,35.09,Monthly AutoPay,13,Yearly,41,Male,Mumbai,Medium,30,Quarterly,23,36,0
5059,8,66.76,Yearly Plan,10,Prepaid,20,Male,Bangalore,High,39,Quarterly,18,-81,0
5060,97,90.03,Yearly Plan,1,Monthly,40,Female,Delhi,Medium,42,Quarterly,5,-71,0
5061,87,72.93,Prepaid,4,Yearly,29,Male,Chennai,Low,35,Yearly,14,88,1
5062,89,71.39,Prepaid,2,Monthly,58,Female,Delhi,Medium,49,Monthly,21,-83,0
5063,72,38.82,Monthly AutoPay,12,Monthly,61,Male,Hyderabad,Low,9,Monthly,22,-59,1
5064,45,91.23,Monthly AutoPay,0,Yearly,28,Male,Chennai,Low,46,Yearly,10,-33,0
5065,86,28.45,Prepaid,10,Yearly,36,Male,Bangalore,Medium,9,Monthly,16,96,1
5066,59,21.32,Yearly Plan,12,Monthly,26,Female,Hyderabad,Low,42,Yearly,18,69,1
5067,4,37.06,Yearly Plan,14,Monthly,54,Female,Mumbai,Low,41,Monthly,15,-51,0
5068,104,65.37,Manual Monthly,0,Yearly,27,Male,Bangalore,Medium,49,Monthly,9,11,0
5069,67,86.31,Prepaid,4,Prepaid,26,Male,Mumbai,Medium,20,Yearly,20,47,0
5070,29,14.08,Prepaid,2,Yearly,50,Female,Chennai,Medium,48,Quarterly,26,-34,1
5071,105,81.57,Yearly Plan,8,Monthly,30,Female,Mumbai,Low,17,Quarterly,16,50,1
5072,29,81.47,Manual Monthly,12,Monthly,37,Female,Chennai,High,48,Quarterly,10,-70,0
5073,98,59.11,Prepaid,11,Yearly,61,Female,Mumbai,Medium,12,Quarterly,25,-99,1
5074,98,76.3,Yearly Plan,2,Yearly,28,Male,Delhi,Low,2,Monthly,21,-85,0
5075,28,19.01,Yearly Plan,2,Monthly,58,Male,Delhi,Low,31,Quarterly,14,-33,0
5076,77,17.79,Yearly Plan,2,Monthly,46,Female,Hyderabad,Low,15,Monthly,27,-12,0
5077,79,86.42,Manual Monthly,13,Monthly,64,Male,Mumbai,Low,7,Quarterly,1,32,1
5078,87,50.32,Manual Monthly,0,Prepaid,30,Male,Chennai,Medium,34,Yearly,8,-57,0
5079,44,25.35,Yearly Plan,2,Prepaid,61,Female,Bangalore,Low,40,Monthly,5,1,0
5080,90,69.18,Manual Monthly,4,Monthly,31,Female,Chennai,Low,48,Monthly,13,4,0
5081,4,89.3,Manual Monthly,7,Monthly,26,Female,Delhi,Low,21,Monthly,1,3,1
5082,90,63.6,Manual Monthly,6,Yearly,59,Female,Bangalore,High,13,Monthly,28,75,1
5083,104,35.39,Manual Monthly,11,Monthly,55,Male,Mumbai,Low,49,Monthly,23,-69,1
5084,9,48.84,Monthly AutoPay,12,Prepaid,36,Female,Delhi,Low,42,Yearly,21,-31,1
5085,119,75.47,Prepaid,12,Monthly,59,Female,Mumbai,High,2,Monthly,7,66,1
5086,5,7.68,Prepaid,10,Prepaid,64,Female,Delhi,Low,8,Quarterly,27,56,1
5087,56,22.5,Manual Monthly,3,Yearly,25,Female,Mumbai,High,20,Quarterly,7,-39,0
5088,96,46.8,Yearly Plan,3,Prepaid,35,Female,Delhi,Medium,19,Yearly,20,-34,1
5089,84,60.82,Prepaid,14,Yearly,51,Male,Hyderabad,High,25,Yearly,1,11,0
5090,50,34.58,Manual Monthly,11,Prepaid,53,Female,Chennai,High,49,Monthly,16,-37,0
5091,75,30.54,Prepaid,3,Prepaid,26,Female,Chennai,Medium,30,Yearly,5,16,0
5092,15,5.1,Yearly Plan,7,Prepaid,33,Female,Mumbai,Low,20,Quarterly,24,-43,0
5093,32,4.23,Manual Monthly,7,Prepaid,22,Female,Mumbai,Medium,31,Yearly,13,-3,1
5094,28,28.59,Yearly Plan,1,Prepaid,68,Male,Bangalore,Medium,17,Yearly,2,-68,1
5095,22,53.52,Prepaid,14,Yearly,32,Female,Bangalore,High,23,Quarterly,20,63,0
5096,105,56.08,Monthly AutoPay,6,Monthly,41,Female,Chennai,Low,49,Monthly,19,-4,0
5097,17,49.91,Yearly Plan,11,Yearly,64,Female,Chennai,Low,37,Quarterly,21,44,0
5098,59,41.58,Manual Monthly,10,Monthly,61,Male,Hyderabad,High,3,Yearly,8,5,0
5099,90,25.98,Manual Monthly,13,Yearly,65,Male,Mumbai,Low,22,Quarterly,11,-70,0
5100,108,40.67,Yearly Plan,11,Prepaid,60,Male,Mumbai,Medium,11,Monthly,3,-51,0
5101,71,14.74,Monthly AutoPay,4,Monthly,56,Female,Chennai,Low,3,Monthly,26,32,0
5102,106,12.41,Prepaid,1,Monthly,42,Female,Mumbai,Low,45,Monthly,19,-13,0
5103,57,30.69,Prepaid,12,Yearly,33,Male,Bangalore,Low,49,Quarterly,8,6,1
5104,26,99.54,Prepaid,2,Monthly,59,Male,Mumbai,Medium,40,Yearly,8,74,0
5105,25,33.32,Prepaid,10,Prepaid,39,Male,Bangalore,Medium,27,Quarterly,19,14,0
5106,10,93.71,Prepaid,6,Monthly,67,Female,Delhi,Medium,1,Quarterly,26,25,0
5107,45,39.83,Manual Monthly,5,Yearly,33,Male,Mumbai,High,7,Monthly,20,-3,0
5108,83,44.46,Manual Monthly,5,Monthly,50,Female,Delhi,Low,5,Monthly,4,-77,0
5109,11,79.91,Yearly Plan,11,Yearly,22,Female,Chennai,Medium,36,Monthly,4,50,0
5110,77,10.27,Yearly Plan,6,Prepaid,24,Male,Mumbai,High,20,Quarterly,25,93,0
5111,53,19.05,Prepaid,5,Yearly,35,Male,Hyderabad,Low,4,Quarterly,1,42,1
5112,72,97.41,Prepaid,10,Yearly,23,Male,Hyderabad,High,14,Monthly,14,66,0
5113,104,51.09,Prepaid,1,Monthly,66,Male,Delhi,Medium,42,Yearly,7,-76,0
5114,68,5.39,Monthly AutoPay,7,Yearly,29,Male,Hyderabad,High,41,Monthly,26,-56,1
5115,111,5.69,Yearly Plan,6,Yearly,61,Female,Bangalore,Low,19,Quarterly,16,-48,0
5116,95,90.82,Manual Monthly,5,Yearly,50,Female,Chennai,High,25,Quarterly,19,18,1
5117,28,87.46,Prepaid,4,Yearly,51,Male,Bangalore,Low,7,Quarterly,25,-86,0
5118,75,46.38,Yearly Plan,10,Yearly,38,Female,Chennai,Low,17,Quarterly,12,71,0
5119,107,17.16,Monthly AutoPay,5,Yearly,35,Male,Hyderabad,Low,40,Yearly,24,1,1
5120,65,83.2,Monthly AutoPay,13,Monthly,31,Female,Chennai,High,33,Monthly,27,-60,0
5121,49,33.14,Prepaid,2,Monthly,59,Male,Bangalore,Medium,33,Monthly,8,50,0
5122,47,42.49,Manual Monthly,1,Yearly,47,Female,Delhi,Low,46,Yearly,5,-30,0
5123,52,68.57,Yearly Plan,8,Yearly,63,Male,Delhi,Low,28,Yearly,12,-1,1
5124,102,35.99,Manual Monthly,0,Yearly,20,Female,Mumbai,Medium,17,Quarterly,4,18,1
5125,88,63.24,Prepaid,1,Prepaid,30,Male,Bangalore,High,48,Yearly,14,-4,0
5126,54,88.64,Prepaid,10,Yearly,68,Male,Bangalore,Medium,31,Quarterly,19,22,0
5127,60,79.94,Monthly AutoPay,9,Monthly,54,Female,Delhi,High,12,Monthly,12,-87,0
5128,57,38.78,Monthly AutoPay,9,Monthly,36,Male,Hyderabad,High,26,Monthly,10,-9,0
5129,47,29.51,Yearly Plan,0,Yearly,54,Male,Delhi,Medium,3,Quarterly,16,-24,0
5130,31,29.27,Prepaid,7,Monthly,30,Female,Mumbai,High,2,Monthly,15,58,0
5131,105,35.51,Prepaid,3,Monthly,32,Female,Mumbai,Low,16,Quarterly,11,-98,0
5132,46,49.86,Yearly Plan,5,Prepaid,43,Male,Bangalore,Medium,12,Monthly,11,11,0
5133,114,42.24,Manual Monthly,10,Yearly,23,Male,Bangalore,Medium,14,Yearly,16,-86,0
5134,26,14.17,Monthly AutoPay,4,Monthly,44,Female,Mumbai,Medium,9,Quarterly,1,-25,0
5135,113,17.18,Prepaid,7,Monthly,29,Female,Bangalore,Medium,14,Quarterly,5,-43,0
5136,114,34.95,Prepaid,9,Yearly,65,Male,Chennai,Low,3,Monthly,8,2,0
5137,5,56.64,Manual Monthly,6,Monthly,42,Male,Mumbai,High,5,Quarterly,27,-41,0
5138,84,59.67,Manual Monthly,0,Prepaid,67,Male,Mumbai,Low,9,Monthly,12,5,1
5139,52,49.13,Manual Monthly,7,Yearly,64,Female,Bangalore,Medium,14,Quarterly,28,-11,1
5140,105,74.14,Monthly AutoPay,3,Monthly,33,Male,Chennai,Low,44,Quarterly,13,-81,0
5141,75,73.99,Yearly Plan,6,Yearly,63,Female,Mumbai,High,39,Monthly,9,-91,0
5142,54,43.34,Prepaid,2,Monthly,33,Female,Chennai,Medium,48,Quarterly,11,3,0
5143,33,13.32,Monthly AutoPay,14,Prepaid,20,Female,Mumbai,Low,49,Monthly,25,11,0
5144,50,53.49,Manual Monthly,1,Monthly,51,Female,Chennai,Low,8,Monthly,25,-5,0
5145,38,38.77,Prepaid,0,Prepaid,41,Female,Delhi,High,10,Monthly,12,-32,0
5146,27,14.65,Prepaid,9,Yearly,59,Male,Mumbai,High,27,Monthly,16,-47,0
5147,98,98.2,Monthly AutoPay,4,Prepaid,63,Male,Chennai,Medium,14,Yearly,10,-58,0
5148,15,37.61,Manual Monthly,14,Yearly,40,Female,Delhi,Low,43,Monthly,25,-22,1
5149,96,62.95,Manual Monthly,10,Monthly,47,Female,Bangalore,Medium,7,Yearly,6,82,0
5150,61,49.52,Yearly Plan,13,Monthly,66,Female,Hyderabad,Low,5,Quarterly,8,-20,0
5151,21,15.14,Manual Monthly,2,Monthly,38,Female,Chennai,Low,34,Quarterly,27,-49,0
